    0.118474E+09    0.000000E+00    0.000000E+00   -0.611180E-09   -0.197906E-08    0.000000E+00
    0.000000E+00    0.287715E+08   -0.193082E+07    0.000000E+00    0.000000E+00    0.540209E+05
    0.000000E+00   -0.193082E+07    0.417617E+08    0.000000E+00    0.000000E+00    0.293705E+06
   -0.611180E-09    0.000000E+00    0.000000E+00    0.231653E+06    0.113039E+06    0.000000E+00
   -0.197906E-08    0.000000E+00    0.000000E+00    0.113039E+06    0.336809E+07    0.000000E+00
    0.000000E+00    0.540209E+05    0.293705E+06    0.000000E+00    0.000000E+00    0.196691E+06
 
    0.844070E-08    0.000000E+00    0.000000E+00    0.201798E-22    0.428241E-23    0.000000E+00
    0.000000E+00    0.348934E-07    0.169851E-08    0.000000E+00    0.000000E+00   -0.121197E-07
    0.000000E+00    0.169851E-08    0.242822E-07    0.000000E+00    0.000000E+00   -0.367255E-07
    0.201798E-22    0.000000E+00    0.000000E+00    0.438867E-05   -0.147292E-06    0.000000E+00
    0.428241E-23    0.000000E+00    0.000000E+00   -0.147292E-06    0.301848E-06    0.000000E+00
    0.000000E+00   -0.121197E-07   -0.367255E-07    0.000000E+00    0.000000E+00    0.514230E-05
 
  Q01, Q02, Q033 
  -7.98114412000363       -5.53547581349516       -2.06477359411250     
 
    1    1  -0.2559E-01   0.3164E+00   0.0000E+00  -0.6424E-02  -0.2071E+01
    2    2  -0.2368E-01   0.3135E+00   0.0000E+00  -0.6424E-02  -0.2071E+01
    2    3  -0.2133E-01   0.3046E+00  -0.3068E-01  -0.3710E-01  -0.2102E+01
    2    4  -0.1819E-01   0.2928E+00  -0.8246E-01  -0.8888E-01  -0.2154E+01
    2    5  -0.1506E-01   0.2810E+00  -0.1215E+00  -0.1279E+00  -0.2193E+01
    3    6  -0.1189E-01   0.2691E+00   0.0000E+00  -0.1279E+00  -0.2193E+01
    3    7  -0.8699E-02   0.2573E+00  -0.1338E-01  -0.1413E+00  -0.2206E+01
    3    8  -0.5473E-02   0.2455E+00  -0.1368E-01  -0.1416E+00  -0.2206E+01
    4    9  -0.2218E-02   0.2336E+00   0.0000E+00  -0.1416E+00  -0.2206E+01
    4   10   0.1061E-02   0.2218E+00   0.2127E-01  -0.1203E+00  -0.2185E+01
    4   11   0.4361E-02   0.2100E+00   0.5344E-01  -0.8813E-01  -0.2153E+01
    5   12   0.7682E-02   0.1982E+00   0.0000E+00  -0.8813E-01  -0.2153E+01
    5   13   0.1102E-01   0.1864E+00   0.5426E-01  -0.3387E-01  -0.2099E+01
    5   14   0.1436E-01   0.1745E+00   0.1197E+00   0.3153E-01  -0.2033E+01
    5   15   0.1771E-01   0.1627E+00   0.1962E+00   0.1081E+00  -0.1957E+01
    5   16   0.2106E-01   0.1509E+00   0.2840E+00   0.1959E+00  -0.1869E+01
    5   17   0.2439E-01   0.1391E+00   0.3829E+00   0.2948E+00  -0.1770E+01
    5   18   0.2770E-01   0.1272E+00   0.4929E+00   0.4048E+00  -0.1660E+01
    5   19   0.3099E-01   0.1154E+00   0.6139E+00   0.5257E+00  -0.1539E+01
    5   20   0.3423E-01   0.1036E+00   0.7457E+00   0.6576E+00  -0.1407E+01
    5   21   0.3743E-01   0.9176E-01   0.8882E+00   0.8000E+00  -0.1265E+01
    5   22   0.4057E-01   0.7993E-01   0.1041E+01   0.9530E+00  -0.1112E+01
    5   23   0.4365E-01   0.6809E-01   0.1204E+01   0.1116E+01  -0.9486E+00
    5   24   0.4664E-01   0.5625E-01   0.1377E+01   0.1289E+01  -0.7756E+00
    5   25   0.4954E-01   0.4440E-01   0.1560E+01   0.1472E+01  -0.5930E+00
    5   26   0.5235E-01   0.3255E-01   0.1752E+01   0.1663E+01  -0.4013E+00
    5   27   0.5506E-01   0.2069E-01   0.1952E+01   0.1864E+01  -0.2008E+00
    5   28   0.5766E-01   0.8825E-02   0.2161E+01   0.2073E+01   0.8127E-02
    5   29   0.6012E-01  -0.3049E-02   0.2378E+01   0.2290E+01   0.2249E+00
    5   30   0.6244E-01  -0.1493E-01   0.2602E+01   0.2514E+01   0.4490E+00
    5   31   0.6461E-01  -0.2682E-01   0.2833E+01   0.2745E+01   0.6800E+00
    5   32   0.6660E-01  -0.3872E-01   0.3070E+01   0.2982E+01   0.9171E+00
    5   33   0.6841E-01  -0.5064E-01   0.3313E+01   0.3225E+01   0.1160E+01
    5   34   0.7004E-01  -0.6279E-01   0.3560E+01   0.3472E+01   0.1407E+01
    6   35   0.7141E-01  -0.7473E-01   0.0000E+00   0.4102E+01  -0.1433E+01
    6   36   0.7250E-01  -0.8646E-01   0.4378E+00   0.4540E+01  -0.9956E+00
    6   37   0.7333E-01  -0.9843E-01   0.8971E+00   0.4999E+01  -0.5362E+00
    6   38   0.7386E-01  -0.1104E+00   0.1359E+01   0.5461E+01  -0.7415E-01
    6   39   0.7405E-01  -0.1224E+00   0.1822E+01   0.5924E+01   0.3890E+00
    6   40   0.7388E-01  -0.1346E+00   0.2285E+01   0.6387E+01   0.8513E+00
    6   41   0.7334E-01  -0.1467E+00   0.2758E+01   0.6861E+01   0.1325E+01
    6   42   0.7239E-01  -0.1586E+00   0.3199E+01   0.7301E+01   0.1766E+01
    6   43   0.7099E-01  -0.1707E+00   0.3647E+01   0.7749E+01   0.2214E+01
    6   44   0.6909E-01  -0.1828E+00   0.4086E+01   0.8188E+01   0.2653E+01
    6   45   0.6665E-01  -0.1950E+00   0.4513E+01   0.8615E+01   0.3080E+01
    7   46   0.6368E-01  -0.2069E+00   0.0000E+00   0.8615E+01   0.6343E+00
    7   47   0.5992E-01  -0.2192E+00   0.1578E+00   0.8773E+01   0.7921E+00
    7   48   0.5521E-01  -0.2318E+00   0.3223E+00   0.8938E+01   0.9566E+00
    8   49   0.4951E-01  -0.2441E+00   0.0000E+00   0.8938E+01   0.9566E+00
    8   50   0.4223E-01  -0.2566E+00   0.1326E+00   0.9070E+01   0.1089E+01
    8   51   0.3545E-01  -0.2660E+00   0.2488E+00   0.9187E+01   0.1205E+01
    8   52   0.2926E-01  -0.2724E+00   0.2994E+00   0.9237E+01   0.1256E+01
    8   53   0.2327E-01  -0.2772E+00   0.3437E+00   0.9281E+01   0.1300E+01
    8   54   0.1493E-01  -0.2807E+00   0.3628E+00   0.9301E+01   0.1319E+01
    8   55   0.3918E-02  -0.2814E+00   0.3784E+00   0.9316E+01   0.1335E+01
    8   56  -0.3417E-02  -0.2788E+00   0.3650E+00   0.9303E+01   0.1322E+01
    8   57  -0.8878E-02  -0.2747E+00   0.3497E+00   0.9288E+01   0.1306E+01
    8   58  -0.1478E-01  -0.2690E+00   0.3138E+00   0.9252E+01   0.1270E+01
    8   59  -0.2179E-01  -0.2604E+00   0.2712E+00   0.9209E+01   0.1228E+01
    8   60  -0.2982E-01  -0.2489E+00   0.1695E+00   0.9107E+01   0.1126E+01
    9   61  -0.3663E-01  -0.2373E+00   0.0000E+00   0.9107E+01   0.1126E+01
    9   62  -0.4254E-01  -0.2256E+00  -0.1362E+00   0.8971E+01   0.9899E+00
   10   63  -0.4678E-01  -0.2162E+00   0.0000E+00   0.8997E+01   0.3462E+01
   10   64  -0.5131E-01  -0.2045E+00  -0.2264E+00   0.8771E+01   0.3235E+01
   10   65  -0.5620E-01  -0.1903E+00  -0.7886E+00   0.8209E+01   0.2673E+01
   10   66  -0.5963E-01  -0.1785E+00  -0.1214E+01   0.7783E+01   0.2248E+01
   10   67  -0.6257E-01  -0.1667E+00  -0.1656E+01   0.7341E+01   0.1806E+01
   10   68  -0.6506E-01  -0.1548E+00  -0.2112E+01   0.6885E+01   0.1350E+01
   10   69  -0.6684E-01  -0.1449E+00  -0.2580E+01   0.6418E+01   0.8823E+00
   10   70  -0.6850E-01  -0.1329E+00  -0.2899E+01   0.6098E+01   0.5625E+00
   10   71  -0.7006E-01  -0.1190E+00  -0.3540E+01   0.5457E+01  -0.7806E-01
   10   72  -0.7097E-01  -0.1071E+00  -0.4029E+01   0.4968E+01  -0.5670E+00
   10   73  -0.7151E-01  -0.9508E-01  -0.4521E+01   0.4476E+01  -0.1059E+01
   10   74  -0.7169E-01  -0.8307E-01  -0.5014E+01   0.3983E+01  -0.1552E+01
   11   75  -0.7160E-01  -0.7302E-01   0.0000E+00   0.3983E+01   0.1919E+01
   11   76  -0.7108E-01  -0.6097E-01  -0.1844E+00   0.3799E+01   0.1734E+01
   11   77  -0.7015E-01  -0.4692E-01  -0.5461E+00   0.3437E+01   0.1372E+01
   11   78  -0.6896E-01  -0.3482E-01  -0.8142E+00   0.3169E+01   0.1104E+01
   11   79  -0.6744E-01  -0.2271E-01  -0.1077E+01   0.2906E+01   0.8411E+00
   11   80  -0.6561E-01  -0.1058E-01  -0.1335E+01   0.2649E+01   0.5839E+00
   11   81  -0.6348E-01   0.1569E-02  -0.1585E+01   0.2399E+01   0.3338E+00
   11   82  -0.6106E-01   0.1374E-01  -0.1827E+01   0.2157E+01   0.9195E-01
   11   83  -0.5840E-01   0.2592E-01  -0.2059E+01   0.1924E+01  -0.1404E+00
   11   84  -0.5553E-01   0.3811E-01  -0.2281E+01   0.1703E+01  -0.3620E+00
   11   85  -0.5249E-01   0.5031E-01  -0.2490E+01   0.1493E+01  -0.5719E+00
   11   86  -0.4932E-01   0.6252E-01  -0.2688E+01   0.1296E+01  -0.7691E+00
   11   87  -0.4608E-01   0.7474E-01  -0.2871E+01   0.1112E+01  -0.9530E+00
   11   88  -0.4281E-01   0.8696E-01  -0.3041E+01   0.9420E+00  -0.1123E+01
   11   89  -0.3957E-01   0.9917E-01  -0.3197E+01   0.7865E+00  -0.1278E+01
   11   90  -0.3642E-01   0.1114E+00  -0.3338E+01   0.6454E+00  -0.1419E+01
   11   91  -0.3340E-01   0.1236E+00  -0.3465E+01   0.5185E+00  -0.1546E+01
   11   92  -0.3058E-01   0.1358E+00  -0.3578E+01   0.4054E+00  -0.1659E+01
   11   93  -0.2800E-01   0.1480E+00  -0.3678E+01   0.3053E+00  -0.1759E+01
   11   94  -0.2570E-01   0.1601E+00  -0.3766E+01   0.2171E+00  -0.1848E+01
   11   95  -0.2370E-01   0.1723E+00  -0.3843E+01   0.1398E+00  -0.1925E+01
   11   96  -0.2206E-01   0.1844E+00  -0.3911E+01   0.7208E-01  -0.1993E+01
   11   97  -0.2080E-01   0.1965E+00  -0.3971E+01   0.1243E-01  -0.2052E+01
   12   98  -0.1993E-01   0.2085E+00   0.0000E+00   0.1243E-01  -0.2052E+01
   12   99  -0.1943E-01   0.2206E+00  -0.4815E-01  -0.3572E-01  -0.2100E+01
   12  100  -0.1928E-01   0.2326E+00  -0.9278E-01  -0.8035E-01  -0.2145E+01
   13  101  -0.1950E-01   0.2446E+00   0.0000E+00  -0.8035E-01  -0.2145E+01
   13  102  -0.2013E-01   0.2566E+00  -0.5177E-01  -0.1321E+00  -0.2197E+01
   13  103  -0.2118E-01   0.2686E+00  -0.1046E+00  -0.1849E+00  -0.2250E+01
   14  104  -0.2266E-01   0.2805E+00   0.0000E+00  -0.1849E+00  -0.2250E+01
   14  105  -0.2453E-01   0.2924E+00  -0.6073E-01  -0.2456E+00  -0.2310E+01
   14  106  -0.2668E-01   0.3043E+00  -0.1284E+00  -0.3133E+00  -0.2378E+01
   14  107  -0.2839E-01   0.3132E+00  -0.2042E+00  -0.3892E+00  -0.2454E+01
   15  108  -0.2784E-01   0.3163E+00   0.0000E+00  -0.3892E+00  -0.2454E+01
   16   46   0.9991E-02  -0.2104E+00   0.0000E+00   0.2627E-01   0.2472E+01
   17   98   0.2527E-01   0.6676E-01   0.0000E+00   0.6299E+00  -0.2841E+01
