    0.111513E+09    0.324251E+06   -0.395254E+07    0.927217E+05    0.726468E+07   -0.867003E+04
    0.324251E+06    0.291102E+08   -0.130997E+07    0.244906E+05   -0.244164E+05    0.171885E+07
   -0.395254E+07   -0.130997E+07    0.360806E+08    0.261753E+05    0.275420E+06    0.375131E+06
    0.927217E+05    0.244906E+05    0.261753E+05    0.232747E+06    0.246379E+06    0.301674E+05
    0.726468E+07   -0.244164E+05    0.275420E+06    0.246379E+06    0.378008E+07    0.843973E+03
   -0.867003E+04    0.171885E+07    0.375131E+06    0.301674E+05    0.843973E+03    0.290850E+06
 
    0.103846E-07    0.162285E-09    0.133656E-08    0.187698E-07   -0.212761E-07   -0.425847E-08
    0.162285E-09    0.540847E-07    0.541280E-08    0.395251E-07   -0.285926E-08   -0.330694E-06
    0.133656E-08    0.541280E-08    0.288212E-07    0.103560E-07   -0.529293E-08   -0.701800E-07
    0.187698E-07    0.395251E-07    0.103560E-07    0.474525E-05   -0.345693E-06   -0.737562E-06
   -0.212761E-07   -0.285926E-08   -0.529293E-08   -0.345693E-06    0.328319E-06    0.579931E-07
   -0.425847E-08   -0.330694E-06   -0.701800E-07   -0.737562E-06    0.579931E-07    0.555923E-05
 
  Q01, Q02, Q033 
   571.931544917004        415.018941168569        134.345637502043     
 
    1    1  -0.3520E-01   0.3884E+00   0.0000E+00   0.3143E+00   0.1347E+03
    2    2  -0.3319E-01   0.3856E+00   0.0000E+00   0.3143E+00   0.1347E+03
    2    3  -0.3054E-01   0.3768E+00   0.1404E+01   0.1718E+01   0.1361E+03
    2    4  -0.2701E-01   0.3651E+00   0.3535E+01   0.3849E+01   0.1382E+03
    2    5  -0.2347E-01   0.3534E+00   0.4767E+01   0.5081E+01   0.1394E+03
    3    6  -0.1991E-01   0.3416E+00   0.0000E+00   0.5081E+01   0.1394E+03
    3    7  -0.1632E-01   0.3299E+00  -0.5790E+00   0.4502E+01   0.1388E+03
    3    8  -0.1270E-01   0.3182E+00  -0.2082E+01   0.3000E+01   0.1373E+03
    4    9  -0.9047E-02   0.3065E+00   0.0000E+00   0.3000E+01   0.1373E+03
    4   10  -0.5372E-02   0.2948E+00  -0.2731E+01   0.2685E+00   0.1346E+03
    4   11  -0.1676E-02   0.2831E+00  -0.6233E+01  -0.3233E+01   0.1311E+03
    5   12   0.2041E-02   0.2714E+00   0.0000E+00  -0.3233E+01   0.1311E+03
    5   13   0.5773E-02   0.2597E+00  -0.5062E+01  -0.8295E+01   0.1261E+03
    5   14   0.9515E-02   0.2480E+00  -0.1091E+02  -0.1414E+02   0.1202E+03
    5   15   0.1326E-01   0.2363E+00  -0.1755E+02  -0.2078E+02   0.1136E+03
    5   16   0.1700E-01   0.2246E+00  -0.2498E+02  -0.2821E+02   0.1061E+03
    5   17   0.2073E-01   0.2129E+00  -0.3319E+02  -0.3643E+02   0.9792E+02
    5   18   0.2444E-01   0.2012E+00  -0.4219E+02  -0.4543E+02   0.8892E+02
    5   19   0.2812E-01   0.1895E+00  -0.5197E+02  -0.5520E+02   0.7915E+02
    5   20   0.3176E-01   0.1777E+00  -0.6250E+02  -0.6574E+02   0.6861E+02
    5   21   0.3536E-01   0.1660E+00  -0.7379E+02  -0.7703E+02   0.5732E+02
    5   22   0.3889E-01   0.1543E+00  -0.8582E+02  -0.8905E+02   0.4529E+02
    5   23   0.4236E-01   0.1426E+00  -0.9856E+02  -0.1018E+03   0.3255E+02
    5   24   0.4575E-01   0.1308E+00  -0.1120E+03  -0.1152E+03   0.1911E+02
    5   25   0.4905E-01   0.1191E+00  -0.1261E+03  -0.1293E+03   0.5003E+01
    5   26   0.5226E-01   0.1073E+00  -0.1409E+03  -0.1441E+03  -0.9747E+01
    5   27   0.5537E-01   0.9559E-01  -0.1562E+03  -0.1595E+03  -0.2511E+02
    5   28   0.5836E-01   0.8381E-01  -0.1722E+03  -0.1754E+03  -0.4106E+02
    5   29   0.6122E-01   0.7203E-01  -0.1887E+03  -0.1919E+03  -0.5755E+02
    5   30   0.6394E-01   0.6023E-01  -0.2057E+03  -0.2089E+03  -0.7456E+02
    5   31   0.6651E-01   0.4842E-01  -0.2231E+03  -0.2264E+03  -0.9204E+02
    5   32   0.6890E-01   0.3659E-01  -0.2411E+03  -0.2443E+03  -0.1099E+03
    5   33   0.7111E-01   0.2475E-01  -0.2593E+03  -0.2626E+03  -0.1282E+03
    5   34   0.7314E-01   0.1266E-01  -0.2779E+03  -0.2812E+03  -0.1468E+03
    5   35   0.7491E-01   0.7686E-03  -0.2975E+03  -0.3008E+03  -0.1664E+03
    6   36   0.7640E-01  -0.1092E-01   0.0000E+00  -0.3004E+03   0.1146E+03
    6   37   0.7764E-01  -0.2285E-01  -0.3262E+02  -0.3330E+03   0.8199E+02
    6   38   0.7857E-01  -0.3482E-01  -0.6540E+02  -0.3658E+03   0.4921E+02
